State,Year,Average Temperature (F)
Virginia,199308,74.7
Virginia,199309,68.4
Virginia,199310,54.8
Virginia,199311,46.3
Virginia,199312,35.4
Virginia,199401,29.4
Virginia,199402,37.5
Virginia,199403,45.2
Virginia,199404,58.6
Virginia,199405,59.3
Virginia,199406,73.6
Virginia,199407,76
Virginia,199408,71.7
Virginia,199409,65.1
Virginia,199410,54.6
Virginia,199411,50.4
Virginia,199412,42.2
Virginia,199501,37.3
Virginia,199502,34.9
Virginia,199503,47.7
Virginia,199504,54.6
Virginia,199505,62.6
Virginia,199506,70.6
Virginia,199507,76.3
Virginia,199508,76.1
Virginia,199509,66.1
Virginia,199510,58
Virginia,199511,41.9
Virginia,199512,33.7
Virginia,199601,32.9
Virginia,199602,36.1
Virginia,199603,40.5
Virginia,199604,54.4
Virginia,199605,62.9
Virginia,199606,72.1
Virginia,199607,73.3
Virginia,199608,72.2
Virginia,199609,66.2
Virginia,199610,56.3
Virginia,199611,41
Virginia,199612,40.3
Virginia,199701,35.2
Virginia,199702,41.6
Virginia,199703,48
Virginia,199704,50.8
Virginia,199705,58.8
Virginia,199706,68.6
Virginia,199707,75.3
Virginia,199708,72.1
Virginia,199709,66.4
Virginia,199710,55.9
Virginia,199711,43.3
Virginia,199712,38
Virginia,199801,40.7
Virginia,199802,41.5
Virginia,199803,45.4
Virginia,199804,55.6
Virginia,199805,65.5
Virginia,199806,71.7
Virginia,199807,75.3
Virginia,199808,74.6
Virginia,199809,71.6
Virginia,199810,57.4
Virginia,199811,47.4
Virginia,199812,42.6
Virginia,199901,39
Virginia,199902,40
Virginia,199903,42.3
Virginia,199904,56.1
Virginia,199905,62.9
Virginia,199906,70.7
Virginia,199907,77.6
Virginia,199908,74.8
Virginia,199909,66
Virginia,199910,54.7
Virginia,199911,51.4
Virginia,199912,39.7
Virginia,200001,34
Virginia,200002,41.5
Virginia,200003,49.6
Virginia,200004,53.9
Virginia,200005,65.7
Virginia,200006,72.6
Virginia,200007,72.3
Virginia,200008,72.4
Virginia,200009,65.7
Virginia,200010,57.4
Virginia,200011,43.6
Virginia,200012,30.1
Virginia,200101,34.3
Virginia,200102,41.2
Virginia,200103,42
Virginia,200104,56.6
Virginia,200105,63
Virginia,200106,71.5
Virginia,200107,71.9
Virginia,200108,75
Virginia,200109,64.8
Virginia,200110,55.2
Virginia,200111,51.2
Virginia,200112,43.4
Virginia,200201,39.2
Virginia,200202,40.5
Virginia,200203,46.3
Virginia,200204,57.7
Virginia,200205,62
Virginia,200206,72.9
Virginia,200207,76.6
Virginia,200208,75.8
Virginia,200209,69.4
Virginia,200210,57.5
Virginia,200211,44.8
Virginia,200212,36
Virginia,200301,31.1
Virginia,200302,34.8
Virginia,200303,48
Virginia,200304,54.7
Virginia,200305,61.7
Virginia,200306,68.9
Virginia,200307,74.5
Virginia,200308,75.5
Virginia,200309,66.7
Virginia,200310,55.2
Virginia,200311,51.5
Virginia,200312,36.8
Virginia,200401,32.1
Virginia,200402,36.3
Virginia,200403,47.8
Virginia,200404,55.4
Virginia,200405,68.9
Virginia,200406,70.8
Virginia,200407,74.6
Virginia,200408,71.8
Virginia,200409,67.9
Virginia,200410,57.3
Virginia,200411,49.5
Virginia,200412,38.2
Virginia,200501,37.7
Virginia,200502,39.3
Virginia,200503,41.8
Virginia,200504,55
Virginia,200505,59.8
Virginia,200506,71.8
Virginia,200507,77.1
Virginia,200508,76.3
Virginia,200509,70.4
Virginia,200510,58.2
Virginia,200511,48.7
Virginia,200512,35.1
Virginia,200601,42.4
Virginia,200602,37.4
Virginia,200603,46.1
Virginia,200604,58
Virginia,200605,61.1
Virginia,200606,70.7
Virginia,200607,75.9
Virginia,200608,76.5
Virginia,200609,64.8
Virginia,200610,54.2
Virginia,200611,48.7
Virginia,200612,43.1
Virginia,200701,39.9
Virginia,200702,31.9
Virginia,200703,49.2
Virginia,200704,53.4
Virginia,200705,64.4
Virginia,200706,71.9
Virginia,200707,73.8
Virginia,200708,77.5
Virginia,200709,69.4
Virginia,200710,62.5
Virginia,200711,46.2
Virginia,200712,41.5
Virginia,200801,36
Virginia,200802,40.3
Virginia,200803,46.8
Virginia,200804,55.9
Virginia,200805,61.3
Virginia,200806,74
Virginia,200807,74.6
Virginia,200808,72.3
Virginia,200809,68.2
Virginia,200810,54.8
Virginia,200811,44.1
Virginia,200812,40.2
Virginia,200901,32.6
Virginia,200902,38.9
Virginia,200903,45.1
Virginia,200904,55.4
Virginia,200905,64.1
Virginia,200906,71.6
Virginia,200907,71.9
Virginia,200908,75.2
Virginia,200909,66.6
Virginia,200910,55.3
Virginia,200911,49.5
Virginia,200912,35.7
Virginia,201001,32.7
Virginia,201002,31.9
Virginia,201003,47.4
Virginia,201004,58.6
Virginia,201005,66.2
Virginia,201006,76
Virginia,201007,77.9
Virginia,201008,76
Virginia,201009,70
Virginia,201010,58
Virginia,201011,46.3
Virginia,201012,30.1
Virginia,201101,32.1
Virginia,201102,40.9
Virginia,201103,46
Virginia,201104,58.2
Virginia,201105,64.8
Virginia,201106,73.4
Virginia,201107,77.8
Virginia,201108,74.9
Virginia,201109,68.2
Virginia,201110,55.5
Virginia,201111,49.4
Virginia,201112,42.6
Virginia,201201,38.9
Virginia,201202,41.8
Virginia,201203,55.2
Virginia,201204,55.6
Virginia,201205,67.3
Virginia,201206,70.2
Virginia,201207,78.7
Virginia,201208,74
Virginia,201209,66.9
Virginia,201210,56.4
Virginia,201211,42.7
Virginia,201212,42.9
Virginia,201301,38.5
Virginia,201302,36.8
Virginia,201303,40.1
Virginia,201304,56
Virginia,201305,62.5
Virginia,201306,72.2
Virginia,201307,75.6
Virginia,201308,71.8
Virginia,201309,66.3
Virginia,201310,57.6
Virginia,201311,43.7
Virginia,201312,40.3
Virginia,201401,29.4
Virginia,201402,37
Virginia,201403,40.7
Virginia,201404,55
Virginia,201405,65.2
Virginia,201406,72.5
Virginia,201407,73.4
Virginia,201408,71.3
Virginia,201409,68.1
Virginia,201410,57.8
Virginia,201411,42.1
Virginia,201412,40.8
Virginia,201501,33.8
Virginia,201502,28.9
Virginia,201503,44.2
Virginia,201504,55.9
Virginia,201505,67.1
Virginia,201506,73.7
Virginia,201507,75.3
Virginia,201508,73.2
Virginia,201509,69.3
Virginia,201510,56.3
Virginia,201511,51.1
Virginia,201512,49.6
Virginia,201601,33.1
Virginia,201602,38.4
Virginia,201603,51.8
Virginia,201604,55.1
Virginia,201605,61.9
Virginia,201606,71.8
Virginia,201607,77.3
Virginia,201608,77
Virginia,201609,71.8
Virginia,201610,59.8
Virginia,201611,48.3
Virginia,201612,39.1
Virginia,201701,40.1
Virginia,201702,46
Virginia,201703,45.9
Virginia,201704,60.6
Virginia,201705,63.4
Virginia,201706,71.2
Virginia,201707,76.8
Virginia,201708,72.8
Virginia,201709,67.4
Virginia,201710,60.2
Virginia,201711,46.1
Virginia,201712,37.2
Virginia,201801,31.8
Virginia,201802,45.2
Virginia,201803,41.2
Virginia,201804,52.2
Virginia,201805,69.7
Virginia,201806,73.1
Virginia,201807,75.1
Virginia,201808,75.2
Virginia,201809,72.8
Virginia,201810,59
Virginia,201811,43.8
Virginia,201812,39.7
Virginia,201901,36.3
Virginia,201902,41.8
Virginia,201903,43.9
Virginia,201904,58.1
Virginia,201905,68.9
Virginia,201906,71.2
Virginia,201907,77.1
Virginia,201908,74.7
Virginia,201909,72.5
Virginia,201910,60.6
Virginia,201911,43.1
Virginia,201912,41.5
Virginia,202001,40.6
Virginia,202002,42.4
Virginia,202003,51.7
Virginia,202004,53.3
Virginia,202005,60.5
Virginia,202006,71.3
Virginia,202007,78.7
Virginia,202008,75.5
Virginia,202009,66.4
Virginia,202010,59
Virginia,202011,51.3
Virginia,202012,38.4
Virginia,202101,36.6
Virginia,202102,36.6
Virginia,202103,48.5
Virginia,202104,55.3
Virginia,202105,62.3
Virginia,202106,72
Virginia,202107,75.9
Virginia,202108,76.4
Virginia,202109,68.4
Virginia,202110,62.3
Virginia,202111,44.5
Virginia,202112,45.8
Virginia,202201,32.8
Virginia,202202,40.7
Virginia,202203,48.9
Virginia,202204,55.2
Virginia,202205,65
Virginia,202206,72.2
Virginia,202207,76.9
Virginia,202208,74.7
Virginia,202209,67.9
Virginia,202210,53.9
Virginia,202211,49
Virginia,202212,37.3
Virginia,202301,42.7
Virginia,202302,46.2
Virginia,202303,47.4
Virginia,202304,57.7
Virginia,202305,61.4
Virginia,202306,67.9
Virginia,202307,76.7
Virginia,202308,74.3
Virginia,202309,68.4
Virginia,202310,58.7
Virginia,202311,45.9
Virginia,202312,42.4
Virginia,202401,37
Virginia,202402,42.8
Virginia,202403,50.1
Virginia,202404,58.3
Virginia,202405,66.6
Virginia,202406,73.8
Virginia,202407,77.5
Virginia,202408,74.4
Virginia,202409,68.2
Virginia,202410,58.4
Virginia,202411,51.4
Virginia,202412,38.8
Virginia,202501,30.8
Virginia,202502,40
Virginia,202503,50.6
Virginia,202504,59.2
Washington,Date,Value
Washington,195501,29.4
Washington,195502,30.5
Washington,195503,32
Washington,195504,39.8
Washington,195505,47.7
Washington,195506,57.7
Washington,195507,60.9
Washington,195508,62.3
Washington,195509,56.5
Washington,195510,46.5
Washington,195511,29.6
Washington,195512,27.4
Washington,195601,29
Washington,195602,25
Washington,195603,35.3
Washington,195604,47
Washington,195605,54.9
Washington,195606,55.3
Washington,195607,65.6
Washington,195608,63.4
Washington,195609,57
Washington,195610,45.3
Washington,195611,33.9
Washington,195612,31.8
Washington,195701,18.4
Washington,195702,30.2
Washington,195703,38
Washington,195704,46.1
Washington,195705,55.7
Washington,195706,58.7
Washington,195707,61.6
Washington,195708,60.5
Washington,195709,60.4
Washington,195710,45.7
Washington,195711,36.1
Washington,195712,35
Washington,195801,33.9
Washington,195802,40.5
Washington,195803,38.2
Washington,195804,44.3
Washington,195805,58.2
Washington,195806,62.6
Washington,195807,68.6
Washington,195808,67.4
Washington,195809,56.5
Washington,195810,48.5
Washington,195811,35.2
Washington,195812,34.1
Washington,195901,30.2
Washington,195902,32.1
Washington,195903,38.4
Washington,195904,45.5
Washington,195905,49.2
Washington,195906,57.7
Washington,195907,65.2
Washington,195908,60.9
Washington,195909,54.5
Washington,195910,46.7
Washington,195911,34.1
Washington,195912,31.5
Washington,196001,25.2
Washington,196002,33.4
Washington,196003,37.8
Washington,196004,44.8
Washington,196005,49.2
Washington,196006,57.9
Washington,196007,67.5
Washington,196008,61.1
Washington,196009,56.9
Washington,196010,48.3
Washington,196011,36.3
Washington,196012,29.4
Washington,196101,32.7
Washington,196102,37.9
Washington,196103,39.5
Washington,196104,44
Washington,196105,51.3
Washington,196106,62.2
Washington,196107,66.5
Washington,196108,68.1
Washington,196109,54.3
Washington,196110,44.9
Washington,196111,32.3
Washington,196112,30
Washington,196201,27.6
Washington,196202,34.4
Washington,196203,35.9
Washington,196204,47.1
Washington,196205,48.3
Washington,196206,56.9
Washington,196207,62.8
Washington,196208,61.5
Washington,196209,58
Washington,196210,47.5
Washington,196211,39.2
Washington,196212,34.6
Washington,196301,24.8
Washington,196302,38.2
Washington,196303,39.3
Washington,196304,43.3
Washington,196305,52.1
Washington,196306,57.5
Washington,196307,61.2
Washington,196308,63.9
Washington,196309,61.6
Washington,196310,49.4
Washington,196311,38
Washington,196312,30.6
Washington,196401,32.1
Washington,196402,33.6
Washington,196403,36.5
Washington,196404,42.4
Washington,196405,49.6
Washington,196406,56.4
Washington,196407,62.9
Washington,196408,59.9
Washington,196409,54.4
Washington,196410,47.5
Washington,196411,35
Washington,196412,26.8
Washington,196501,30.6
Washington,196502,34.8
Washington,196503,37
Washington,196504,46.2
Washington,196505,49.7
Washington,196506,57.6
Washington,196507,65
Washington,196508,64.2
Washington,196509,54.1
Washington,196510,50.2
Washington,196511,40.1
Washington,196512,31.3
Washington,196601,30.3
Washington,196602,34.4
Washington,196603,38.4
Washington,196604,45.4
Washington,196605,52.6
Washington,196606,55.8
Washington,196607,61.9
Washington,196608,63.3
Washington,196609,60
Washington,196610,46.6
Washington,196611,39
Washington,196612,35.4
Washington,196701,35
Washington,196702,37.3
Washington,196703,37
Washington,196704,41
Washington,196705,51
Washington,196706,60.8
Washington,196707,65
Washington,196708,68.5
Washington,196709,62.3
Washington,196710,47.8
Washington,196711,38
Washington,196712,30.4
Washington,196801,30.8
Washington,196802,37.9
Washington,196803,41.6
Washington,196804,42.7
Washington,196805,51.7
Washington,196806,57.4
Washington,196807,65.8
Washington,196808,61
Washington,196809,57.1
Washington,196810,45
Washington,196811,37.5
Washington,196812,27.6
Washington,196901,19.7
Washington,196902,29.8
Washington,196903,38.1
Washington,196904,44.6
Washington,196905,54.6
Washington,196906,62.3
Washington,196907,62.5
Washington,196908,61.3
Washington,196909,57.4
Washington,196910,44.9
Washington,196911,38.1
Washington,196912,32.7
Washington,197001,29.1
Washington,197002,37.1
Washington,197003,38.4
Washington,197004,41.2
Washington,197005,51.4
Washington,197006,61.5
Washington,197007,65.2
Washington,197008,64.1
Washington,197009,53.2
Washington,197010,45.1
Washington,197011,36.4
Washington,197012,28.9
Washington,197101,31
Washington,197102,34.4
Washington,197103,34.3
Washington,197104,43.3
Washington,197105,52.8
Washington,197106,54.1
Washington,197107,64.6
Washington,197108,67.3
Washington,197109,53.4
Washington,197110,44.8
Washington,197111,36.9
Washington,197112,27.7
Washington,197201,26.6
Washington,197202,32.2
Washington,197203,40
Washington,197204,40.9
Washington,197205,53.6
Washington,197206,57.7
Washington,197207,63.2
Washington,197208,65.4
Washington,197209,53
Washington,197210,45.7
Washington,197211,38
Washington,197212,26.9
Washington,197301,28.1
Washington,197302,34.9
Washington,197303,39.9
Washington,197304,45.1
Washington,197305,52.9
Washington,197306,57.4
Washington,197307,64.7
Washington,197308,62.4
Washington,197309,57.6
Washington,197310,46.3
Washington,197311,34
Washington,197312,35
Washington,197401,27.1
Washington,197402,35.8
Washington,197403,38.2
Washington,197404,44.6
Washington,197405,48.3
Washington,197406,59.7
Washington,197407,62.4
Washington,197408,64.3
Washington,197409,59.8
Washington,197410,47.8
Washington,197411,38.6
Washington,197412,34.2
Washington,197501,29
Washington,197502,30.1
Washington,197503,35.6
Washington,197504,40.9
Washington,197505,50.7
Washington,197506,56
Washington,197507,66.4
Washington,197508,60.4
Washington,197509,58.6
Washington,197510,46.2
Washington,197511,35.8
Washington,197512,32.8
Washington,197601,32.2
Washington,197602,33.6
Washington,197603,35.3
Washington,197604,43.8
Washington,197605,51.3
Washington,197606,54.5
Washington,197607,62.7
Washington,197608,60.7
Washington,197609,59.7
Washington,197610,47.1
Washington,197611,37.9
Washington,197612,32.3
Washington,197701,26.1
Washington,197702,37.3
Washington,197703,37.9
Washington,197704,48
Washington,197705,48.7
Washington,197706,60.6
Washington,197707,62.3
Washington,197708,67.4
Washington,197709,54.2
Washington,197710,46.1
Washington,197711,34.7
Washington,197712,31.3
Washington,197801,31.5
Washington,197802,36
Washington,197803,41.3
Washington,197804,44.8
Washington,197805,49.8
Washington,197806,60.1
Washington,197807,64.6
Washington,197808,62.6
Washington,197809,55.1
Washington,197810,47.6
Washington,197811,31.8
Washington,197812,25.8
Washington,197901,18.8
Washington,197902,31.3
Washington,197903,40.7
Washington,197904,44.5
Washington,197905,53.1
Washington,197906,58.8
Washington,197907,65.4
Washington,197908,64.6
Washington,197909,60
Washington,197910,49.9
Washington,197911,33.9
Washington,197912,35.4
Washington,198001,23.8
Washington,198002,33.9
Washington,198003,37.9
Washington,198004,47.9
Washington,198005,52
Washington,198006,55.1
Washington,198007,63.5
Washington,198008,60.5
Washington,198009,57.1
Washington,198010,48
Washington,198011,38.4
Washington,198012,34.6
Washington,198101,36.2
Washington,198102,35.7
Washington,198103,42
Washington,198104,44.5
Washington,198105,51.1
Washington,198106,54.6
Washington,198107,62.2
Washington,198108,67.2
Washington,198109,57.7
Washington,198110,45.4
Washington,198111,39.4
Washington,198112,31.5
Washington,198201,28.4
Washington,198202,32.9
Washington,198203,38.5
Washington,198204,41.4
Washington,198205,50.7
Washington,198206,60.9
Washington,198207,62.5
Washington,198208,63.6
Washington,198209,57.2
Washington,198210,46.3
Washington,198211,33.5
Washington,198212,30.4
Washington,198301,35.6
Washington,198302,37.9
Washington,198303,42.3
Washington,198304,45
Washington,198305,54
Washington,198306,56.8
Washington,198307,60.8
Washington,198308,65
Washington,198309,54.1
Washington,198310,46.5
Washington,198311,39.6
Washington,198312,22.7
Washington,198401,31.9
Washington,198402,35.8
Washington,198403,41.7
Washington,198404,43.2
Washington,198405,48.2
Washington,198406,55.7
Washington,198407,64.2
Washington,198408,64.1
Washington,198409,54.7
Washington,198410,43.8
Washington,198411,36.1
Washington,198412,24.5
Washington,198501,26.3
Washington,198502,28.6
Washington,198503,36.8
Washington,198504,45.9
Washington,198505,53
Washington,198506,58.3
Washington,198507,69
Washington,198508,62.3
Washington,198509,53.1
Washington,198510,45.1
Washington,198511,24.9
Washington,198512,23.9
Washington,198601,33.2
Washington,198602,33.4
Washington,198603,43
Washington,198604,43.6
Washington,198605,52.3
Washington,198606,61.8
Washington,198607,60.4
Washington,198608,68
Washington,198609,54.1
Washington,198610,49.5
Washington,198611,37.4
Washington,198612,31
Washington,198701,29.8
Washington,198702,36.9
Washington,198703,41.3
Washington,198704,48.9
Washington,198705,54.3
Washington,198706,60.7
Washington,198707,63
Washington,198708,63.8
Washington,198709,60.6
Washington,198710,49.9
Washington,198711,40.2
Washington,198712,29.6
Washington,198801,29.1
Washington,198802,36.2
Washington,198803,39.6
Washington,198804,46.9
Washington,198805,51.6
Washington,198806,57.3
Washington,198807,64
Washington,198808,63.8
Washington,198809,57.3
Washington,198810,52.3
Washington,198811,38.1
Washington,198812,31.2
Washington,198901,31.9
Washington,198902,25.6
Washington,198903,37.1
Washington,198904,48.1
Washington,198905,51.4
Washington,198906,60.4
Washington,198907,63.1
Washington,198908,62.1
Washington,198909,59
Washington,198910,47
Washington,198911,39.6
Washington,198912,33.7
Washington,199001,34.5
Washington,199002,31.8
Washington,199003,41.1
Washington,199004,48.6
Washington,199005,50.6
Washington,199006,57.5
Washington,199007,67.1
Washington,199008,65.7
Washington,199009,62.2
Washington,199010,44.6
Washington,199011,39.3
Washington,199012,24.2
Washington,199101,28.5
Washington,199102,40.4
Washington,199103,37.4
Washington,199104,44.8
Washington,199105,50.1
Washington,199106,54.7
Washington,199107,64.7
Washington,199108,65.8
Washington,199109,60.4
Washington,199110,47
Washington,199111,37.3
Washington,199112,34.5
Washington,199201,34.6
Washington,199202,39.6
Washington,199203,45.1
Washington,199204,47.6
Washington,199205,56
Washington,199206,63.4
Washington,199207,64.3
Washington,199208,65.2
Washington,199209,55.4
Washington,199210,48.6
Washington,199211,36.6
Washington,199212,27.3
Washington,199301,24.4
Washington,199302,29.8
Washington,199303,39.1
Washington,199304,44.6
Washington,199305,57
Washington,199306,57.1
Washington,199307,58.8
Washington,199308,62.5
Washington,199309,58.4
Washington,199310,50.1
Washington,199311,32.6
Washington,199312,32.5
Washington,199401,36.7
Washington,199402,31.7
Washington,199403,42.2
Washington,199404,48.2
Washington,199405,54.1
Washington,199406,57.3
Washington,199407,67.3
Washington,199408,64.9
Washington,199409,61.2
Washington,199410,46.5
Washington,199411,33.2
Washington,199412,31.5
Washington,199501,32.6
Washington,199502,37.8
Washington,199503,39.6
Washington,199504,44.7
Washington,199505,54.6
Washington,199506,58.1
Washington,199507,64.7
Washington,199508,60.2
Washington,199509,60.8
Washington,199510,45.4
Washington,199511,40.2
Washington,199512,31.8
Washington,199601,29
Washington,199602,32
Washington,199603,39.2
Washington,199604,46
Washington,199605,48.2
Washington,199606,57.2
Washington,199607,66.6
Washington,199608,64.8
Washington,199609,55
Washington,199610,45.9
Washington,199611,35.3
Washington,199612,28.1
Washington,199701,30.4
Washington,199702,34
Washington,199703,38.7
Washington,199704,43.6
Washington,199705,54.5
Washington,199706,56.9
Washington,199707,63.2
Washington,199708,66.5
Washington,199709,59.2
Washington,199710,46.3
Washington,199711,39.6
Washington,199712,32.4
Washington,199801,32
Washington,199802,37.7
Washington,199803,41
Washington,199804,46
Washington,199805,52.9
Washington,199806,58.8
Washington,199807,69
Washington,199808,66.8
Washington,199809,62.2
Washington,199810,47
Washington,199811,39.6
Washington,199812,30.2
Washington,199901,34.3
Washington,199902,35
Washington,199903,38.6
Washington,199904,43.7
Washington,199905,48.5
Washington,199906,56
Washington,199907,62
Washington,199908,65.6
Washington,199909,57.1
Washington,199910,46.7
Washington,199911,41.1
Washington,199912,34.7
Washington,200001,30.4
Washington,200002,35.2
Washington,200003,39.1
Washington,200004,47.8
Washington,200005,51.1
Washington,200006,58.5
Washington,200007,63.5
Washington,200008,63.4
Washington,200009,56.3
Washington,200010,46.8
Washington,200011,32.6
Washington,200012,29.4
Washington,200101,31.8
Washington,200102,32.1
Washington,200103,40
Washington,200104,43.5
Washington,200105,53.1
Washington,200106,55.6
Washington,200107,63.4
Washington,200108,66
Washington,200109,59.8
Washington,200110,45.7
Washington,200111,39.7
Washington,200112,31.8
Washington,200201,32.9
Washington,200202,34.3
Washington,200203,35.6
Washington,200204,44.7
Washington,200205,49.7
Washington,200206,59.5
Washington,200207,66.1
Washington,200208,63.6
Washington,200209,57.5
Washington,200210,45.5
Washington,200211,39.2
Washington,200212,34.6
Washington,200301,36.1
Washington,200302,35.4
Washington,200303,41
Washington,200304,44.6
Washington,200305,51.3
Washington,200306,60.8
Washington,200307,67.5
Washington,200308,65.9
Washington,200309,60
Washington,200310,50.6
Washington,200311,33.3
Washington,200312,31.6
Washington,200401,29.8
Washington,200402,35.1
Washington,200403,42.9
Washington,200404,48.6
Washington,200405,52.4
Washington,200406,60.4
Washington,200407,67.3
Washington,200408,67
Washington,200409,56.1
Washington,200410,48.5
Washington,200411,38.1
Washington,200412,34.5
Washington,200501,31.5
Washington,200502,35.8
Washington,200503,42.7
Washington,200504,46.3
Washington,200505,54.7
Washington,200506,57
Washington,200507,65
Washington,200508,65.8
Washington,200509,55.7
Washington,200510,48.4
Washington,200511,35.7
Washington,200512,29.4
Washington,200601,35.9
Washington,200602,32.8
Washington,200603,38.8
Washington,200604,45.7
Washington,200605,53
Washington,200606,59.8
Washington,200607,67.5
Washington,200608,64.2
Washington,200609,58.8
Washington,200610,47
Washington,200611,36.1
Washington,200612,30.5
Washington,200701,28.6
Washington,200702,35.6
Washington,200703,41.5
Washington,200704,44.9
Washington,200705,52.9
Washington,200706,57.5
Washington,200707,68.1
Washington,200708,63.3
Washington,200709,56.7
Washington,200710,45.6
Washington,200711,36.4
Washington,200712,30.4
Washington,200801,27.4
Washington,200802,35.4
Washington,200803,37
Washington,200804,40.8
Washington,200805,53.1
Washington,200806,56.2
Washington,200807,64.4
Washington,200808,64
Washington,200809,57.8
Washington,200810,46.6
Washington,200811,40.2
Washington,200812,26.2
Washington,200901,30.1
Washington,200902,33.1
Washington,200903,35.3
Washington,200904,44.1
Washington,200905,52.3
Washington,200906,59.9
Washington,200907,67.5
Washington,200908,65.4
Washington,200909,59.9
Washington,200910,44.2
Washington,200911,38
Washington,200912,26.6
Washington,201001,36.3
Washington,201002,38.5
Washington,201003,40.9
Washington,201004,44.6
Washington,201005,48.7
Washington,201006,55.9
Washington,201007,64.2
Washington,201008,63.5
Washington,201009,57.1
Washington,201010,48.6
Washington,201011,34.8
Washington,201012,31.9
Washington,201101,32.1
Washington,201102,31.1
Washington,201103,38.4
Washington,201104,40.2
Washington,201105,48.6
Washington,201106,55.5
Washington,201107,61
Washington,201108,64.9
Washington,201109,61
Washington,201110,47.2
Washington,201111,35.3
Washington,201112,31
Washington,201201,30.7
Washington,201202,34.5
Washington,201203,37.6
Washington,201204,46
Washington,201205,50.9
Washington,201206,55
Washington,201207,65.2
Washington,201208,66.2
Washington,201209,59.7
Washington,201210,47.4
Washington,201211,39
Washington,201212,32.5
Washington,201301,29.1
Washington,201302,35.5
Washington,201303,40.2
Washington,201304,44.7
Washington,201305,53.5
Washington,201306,58.7
Washington,201307,67.2
Washington,201308,66.2
Washington,201309,59.7
Washington,201310,46.1
Washington,201311,36.7
Washington,201312,28.2
Washington,201401,34.1
Washington,201402,29.8
Washington,201403,40.1
Washington,201404,45.8
Washington,201405,54.3
Washington,201406,58.3
Washington,201407,68.6
Washington,201408,67.3
Washington,201409,59.8
Washington,201410,51.9
Washington,201411,36.3
Washington,201412,34.2
Washington,201501,35.1
Washington,201502,40.7
Washington,201503,44.8
Washington,201504,45.7
Washington,201505,56
Washington,201506,65.5
Washington,201507,68.6
Washington,201508,66.6
Washington,201509,56.2
Washington,201510,52.4
Washington,201511,36
Washington,201512,32.1
Washington,201601,33
Washington,201602,39.1
Washington,201603,41.8
Washington,201604,51.6
Washington,201605,55.1
Washington,201606,59.9
Washington,201607,63.6
Washington,201608,65.9
Washington,201609,56.4
Washington,201610,47.4
Washington,201611,43
Washington,201612,26.1
Washington,201701,24.8
Washington,201702,31
Washington,201703,39.3
Washington,201704,44.2
Washington,201705,53.7
Washington,201706,59.5
Washington,201707,67.1
Washington,201708,68.6
Washington,201709,59.8
Washington,201710,46.2
Washington,201711,37.7
Washington,201712,29.9
Washington,201801,35.4
Washington,201802,32.4
Washington,201803,38.8
Washington,201804,45.3
Washington,201805,57.6
Washington,201806,58.2
Washington,201807,67.5
Washington,201808,66
Washington,201809,56.3
Washington,201810,47.4
Washington,201811,38.6
Washington,201812,33.1
Washington,201901,34.2
Washington,201902,25.3
Washington,201903,36.2
Washington,201904,46.3
Washington,201905,55.6
Washington,201906,59.5
Washington,201907,63.8
Washington,201908,66.4
Washington,201909,57.1
Washington,201910,42.8
Washington,201911,37.6
Washington,201912,33.5
Washington,202001,34.2
Washington,202002,35.6
Washington,202003,38.3
Washington,202004,46
Washington,202005,53.3
Washington,202006,57.9
Washington,202007,64.8
Washington,202008,65.7
Washington,202009,61.2
Washington,202010,48.4
Washington,202011,37.6
Washington,202012,33.7
Washington,202101,34.6
Washington,202102,31.4
Washington,202103,39.7
Washington,202104,46.8
Washington,202105,52.6
Washington,202106,64.6
Washington,202107,69.7
Washington,202108,65.8
Washington,202109,58
Washington,202110,46.6
Washington,202111,39.9
Washington,202112,29.4
Washington,202201,31.2
Washington,202202,33.6
Washington,202203,41.5
Washington,202204,40.9
Washington,202205,48.5
Washington,202206,58
Washington,202207,67.9
Washington,202208,69.8
Washington,202209,61.7
Washington,202210,53.6
Washington,202211,32.1
Washington,202212,26.3
Washington,202301,33.2
Washington,202302,32.4
Washington,202303,36.6
Washington,202304,43.2
Washington,202305,58.2
Washington,202306,60.7
Washington,202307,67.5
Washington,202308,67.6
Washington,202309,58.3
Washington,202310,49.1
Washington,202311,37.4
Washington,202312,36.2
Washington,202401,30.1
Washington,202402,36.7
Washington,202403,40.6
Washington,202404,45.3
Washington,202405,51.3
Washington,202406,58.3
Washington,202407,69.4
Washington,202408,65.5
Washington,202409,61.8
Washington,202410,48.6
Washington,202411,38.2
Washington,202412,35.1
Washington,202501,31.1
Washington,202502,30.4
Washington,202503,41.6
Washington,202504,47.2
West Virginia,Date,Value
West Virginia,195501,28.6
West Virginia,195502,33.3
West Virginia,195503,42.9
West Virginia,195504,55.2
West Virginia,195505,62.7
West Virginia,195506,63.4
West Virginia,195507,75.4
West Virginia,195508,73.9
West Virginia,195509,66.2
West Virginia,195510,53.9
West Virginia,195511,39.2
West Virginia,195512,28.7
West Virginia,195601,27.2
West Virginia,195602,37.7
West Virginia,195603,39.6
West Virginia,195604,48.2
West Virginia,195605,60.6
West Virginia,195606,67.6
West Virginia,195607,70.9
West Virginia,195608,69.7
West Virginia,195609,61.4
West Virginia,195610,56.1
West Virginia,195611,41.5
West Virginia,195612,42
West Virginia,195701,28.4
West Virginia,195702,38.4
West Virginia,195703,40.5
West Virginia,195704,54.8
